vendor_id,name,canonical_name,onboarding_date,historical_transaction_count,average_invoice_value,tax_id,bank_account,address,contact_email
VEND021,Pioneer Enterprises Pvt. Ltd.,pioneer enterprises pvt ltd,2023-06-08,19,3039.11,TX-503906-C,GB34BARC36709515,"735 Business Park, Suite 28, London",billing@pioneerenterpri.com
VEND022,NextGen Services Inc.,nextgen services inc,2022-01-02,71,650.7,TX-945687-C,GB97BARC85437795,"211 Business Park, Suite 24, London",billing@nextgenservices.com
VEND023,Pioneer Industries Corp.,pioneer industries corp,2023-03-18,13,1236.55,TX-796503-B,GB89BARC42916494,"878 Business Park, Suite 8, London",billing@pioneerindustri.com
VEND024,Summit Enterprises LLC,summit enterprises llc,2024-01-08,120,1568.83,TX-414910-C,GB49BARC79928762,"344 Business Park, Suite 26, London",billing@summitenterpris.com
VEND025,NextGen Services LLC,nextgen services llc,2023-12-15,42,2026.8,TX-681343-A,GB34BARC54086995,"972 Business Park, Suite 25, London",billing@nextgenservices.com
VEND026,Sterling Services Corp.,sterling services corp,2023-11-25,100,4813.81,TX-282480-C,GB82BARC41556861,"571 Business Park, Suite 1, London",billing@sterlingservice.com
VEND027,NextGen Ventures Pvt. Ltd.,nextgen ventures pvt ltd,2022-11-08,41,868.21,TX-320392-B,GB84BARC73613093,"339 Business Park, Suite 30, London",billing@nextgenventures.com
VEND028,Summit Group Corp.,summit group corp,2023-03-29,61,2366.09,TX-808446-A,GB75BARC59617131,"684 Business Park, Suite 6, London",billing@summitgroupcorp.com
VEND029,Apex Systems Inc.,apex systems inc,2022-10-18,70,2892.51,TX-796101-C,GB89BARC45147021,"848 Business Park, Suite 49, London",billing@apexsystemsinc.com
VEND030,NextGen Technologies LLC,nextgen technologies llc,2022-08-29,91,342.69,TX-425498-A,GB35BARC25451113,"57 Business Park, Suite 16, London",billing@nextgentechnolo.com
VEND031,Pioneer Logistics LLC,pioneer logistics llc,2023-05-02,83,3006.0,TX-991014-A,GB68BARC53457290,"599 Business Park, Suite 13, London",billing@pioneerlogistic.com
VEND032,Apex Technologies Pvt. Ltd.,apex technologies pvt ltd,2024-01-06,94,760.88,TX-502630-B,GB61BARC35583628,"681 Business Park, Suite 45, London",billing@apextechnologie.com
VEND033,Summit Ventures LLC,summit ventures llc,2022-01-06,119,401.79,TX-887443-A,GB64BARC32947132,"833 Business Park, Suite 45, London",billing@summitventuresl.com
VEND034,Elite Industries Pvt. Ltd.,elite industries pvt ltd,2023-06-15,64,9121.06,TX-152657-C,GB41BARC98954525,"477 Business Park, Suite 9, London",billing@eliteindustries.com
VEND035,Velocity Technologies Inc.,velocity technologies inc,2024-03-31,64,10311.89,TX-800005-C,GB81BARC72437750,"982 Business Park, Suite 49, London",billing@velocitytechnol.com
VEND036,Pioneer Enterprises Inc.,pioneer enterprises inc,2024-07-01,61,5156.99,TX-742412-C,GB74BARC54747080,"466 Business Park, Suite 11, London",billing@pioneerenterpri.com
VEND037,Integra Industries Inc.,integra industries inc,2024-02-01,115,1289.86,TX-597732-B,GB43BARC88829541,"870 Business Park, Suite 41, London",billing@integraindustri.com
VEND038,Pioneer Logistics Pvt. Ltd.,pioneer logistics pvt ltd,2022-10-11,103,508.33,TX-915451-C,GB72BARC75719340,"291 Business Park, Suite 29, London",billing@pioneerlogistic.com
VEND039,Horizon Technologies Inc.,horizon technologies inc,2022-03-21,96,3658.25,TX-399607-A,GB44BARC45216150,"924 Business Park, Suite 35, London",billing@horizontechnolo.com
VEND040,Apex Technologies Inc.,apex technologies inc,2022-03-24,22,1940.27,TX-258157-A,GB59BARC82765929,"733 Business Park, Suite 14, London",billing@apextechnologie.com
VEND041,Sterling Services Inc.,sterling services inc,2022-03-07,58,590.46,TX-527398-B,GB79BARC58855763,"73 Business Park, Suite 14, London",billing@sterlingservice.com
VEND042,Horizon Logistics Pvt. Ltd.,horizon logistics pvt ltd,2024-05-02,58,2250.64,TX-508396-C,GB99BARC12048083,"399 Business Park, Suite 31, London",billing@horizonlogistic.com
VEND043,Sterling Services Pvt. Ltd.,sterling services pvt ltd,2022-01-07,50,304.98,TX-413118-B,GB63BARC66436579,"829 Business Park, Suite 39, London",billing@sterlingservice.com
VEND044,Summit Services LLC,summit services llc,2024-07-08,33,7401.27,TX-611945-A,GB44BARC55700772,"39 Business Park, Suite 25, London",billing@summitservicesl.com
VEND045,Apex Logistics Pvt. Ltd.,apex logistics pvt ltd,2022-12-11,90,1098.37,TX-812131-B,GB31BARC98133469,"951 Business Park, Suite 9, London",billing@apexlogisticspv.com
VEND046,Pioneer Services Pvt. Ltd.,pioneer services pvt ltd,2023-09-30,73,3458.77,TX-128276-B,GB85BARC69180794,"37 Business Park, Suite 6, London",billing@pioneerservices.com
VEND047,NextGen Ventures Corp.,nextgen ventures corp,2023-10-21,59,1320.64,TX-242291-B,GB33BARC15272743,"398 Business Park, Suite 21, London",billing@nextgenventures.com
VEND048,Horizon Group Pvt. Ltd.,horizon group pvt ltd,2022-08-05,63,2402.33,TX-442722-B,GB58BARC39177363,"268 Business Park, Suite 6, London",billing@horizongrouppvt.com
VEND049,Global Services Pvt. Ltd.,global services pvt ltd,2023-04-27,7,2573.67,TX-885408-C,GB16BARC46696038,"675 Business Park, Suite 5, London",billing@globalservicesp.com
VEND050,Velocity Logistics Corp.,velocity logistics corp,2024-03-10,88,813.17,TX-142213-A,GB41BARC30904412,"646 Business Park, Suite 10, London",billing@velocitylogisti.com
VEND051,Apex Services Inc.,apex services inc,2022-09-02,21,10678.42,TX-596564-C,GB24BARC69136437,"486 Business Park, Suite 45, London",billing@apexservicesinc.com
VEND052,Sterling Ventures LLC,sterling ventures llc,2022-09-20,103,4676.74,TX-486814-A,GB87BARC73674524,"806 Business Park, Suite 11, London",billing@sterlingventure.com
VEND053,Summit Industries Inc.,summit industries inc,2024-09-14,44,8615.28,TX-213349-C,GB13BARC42711083,"703 Business Park, Suite 25, London",billing@summitindustrie.com
VEND054,Global Logistics LLC,global logistics llc,2023-02-11,96,6956.46,TX-307963-A,GB85BARC82416190,"258 Business Park, Suite 7, London",billing@globallogistics.com
VEND055,Elite Logistics Corp.,elite logistics corp,2023-12-15,103,2933.16,TX-416232-C,GB86BARC94465725,"825 Business Park, Suite 37, London",billing@elitelogisticsc.com
VEND056,Sterling Systems LLC,sterling systems llc,2024-03-12,10,7848.31,TX-464069-C,GB64BARC79365557,"80 Business Park, Suite 33, London",billing@sterlingsystems.com
VEND057,Pioneer Systems Pvt. Ltd.,pioneer systems pvt ltd,2023-10-26,48,477.97,TX-113266-B,GB72BARC21066565,"993 Business Park, Suite 24, London",billing@pioneersystemsp.com
VEND058,Pioneer Systems Corp.,pioneer systems corp,2023-10-13,119,854.4,TX-968962-B,GB29BARC55664132,"761 Business Park, Suite 34, London",billing@pioneersystemsc.com
VEND059,Global Ventures LLC,global ventures llc,2024-09-15,88,338.85,TX-383201-C,GB78BARC91227071,"486 Business Park, Suite 28, London",billing@globalventuresl.com
VEND060,Integra Group LLC,integra group llc,2024-04-25,98,1380.6,TX-721254-B,GB51BARC99308541,"860 Business Park, Suite 6, London",billing@integragroupllc.com
VEND061,Integra Services Inc.,integra services inc,2022-10-13,117,1676.39,TX-572700-A,GB69BARC69753088,"694 Business Park, Suite 25, London",billing@integraservices.com
VEND062,Apex Group LLC,apex group llc,2022-12-11,8,1149.68,TX-618317-B,GB33BARC61123337,"373 Business Park, Suite 17, London",billing@apexgroupllc.com
VEND063,Velocity Technologies Corp.,velocity technologies corp,2022-12-15,40,5493.67,TX-725113-C,GB45BARC68278911,"539 Business Park, Suite 13, London",billing@velocitytechnol.com
VEND064,Summit Industries Pvt. Ltd.,summit industries pvt ltd,2022-03-29,35,1523.68,TX-855053-B,GB72BARC68214440,"717 Business Park, Suite 31, London",billing@summitindustrie.com
VEND065,Integra Services LLC,integra services llc,2023-10-24,96,1189.41,TX-614663-B,GB12BARC19757347,"236 Business Park, Suite 26, London",billing@integraservices.com
VEND066,NextGen Industries LLC,nextgen industries llc,2023-12-10,36,2547.22,TX-421080-C,GB84BARC48694570,"576 Business Park, Suite 34, London",billing@nextgenindustri.com
VEND067,Horizon Industries Inc.,horizon industries inc,2022-12-19,59,655.69,TX-882169-C,GB52BARC46890099,"474 Business Park, Suite 18, London",billing@horizonindustri.com
VEND068,Global Ventures Inc.,global ventures inc,2022-11-10,37,5061.45,TX-341736-A,GB34BARC43087625,"770 Business Park, Suite 35, London",billing@globalventuresi.com
VEND069,Integra Logistics Inc.,integra logistics inc,2024-08-31,102,432.43,TX-823688-A,GB34BARC32689571,"293 Business Park, Suite 47, London",billing@integralogistic.com
VEND070,Elite Technologies Corp.,elite technologies corp,2023-08-27,102,13202.44,TX-650121-C,GB46BARC20540934,"313 Business Park, Suite 15, London",billing@elitetechnologi.com
VEND071,Apex Enterprises Inc.,apex enterprises inc,2023-01-05,27,4638.45,TX-416950-A,GB78BARC23273145,"56 Business Park, Suite 4, London",billing@apexenterprises.com
VEND072,Velocity Services LLC,velocity services llc,2023-07-21,42,864.62,TX-831295-A,GB91BARC88935972,"115 Business Park, Suite 1, London",billing@velocityservice.com
VEND073,Horizon Services Inc.,horizon services inc,2023-08-11,41,216.61,TX-592198-B,GB66BARC45725633,"998 Business Park, Suite 4, London",billing@horizonservices.com
VEND074,Velocity Ventures Inc.,velocity ventures inc,2022-09-16,115,5269.69,TX-600935-A,GB18BARC52017272,"85 Business Park, Suite 37, London",billing@velocityventure.com
VEND075,Horizon Logistics Inc.,horizon logistics inc,2023-10-07,92,3881.29,TX-156213-A,GB29BARC95054482,"981 Business Park, Suite 20, London",billing@horizonlogistic.com
VEND076,Apex Logistics Corp.,apex logistics corp,2022-03-29,36,4116.99,TX-224205-C,GB63BARC73577086,"819 Business Park, Suite 40, London",billing@apexlogisticsco.com
VEND077,Horizon Enterprises LLC,horizon enterprises llc,2022-08-20,104,4625.64,TX-647957-B,GB67BARC56422648,"890 Business Park, Suite 38, London",billing@horizonenterpri.com
VEND078,Summit Logistics Pvt. Ltd.,summit logistics pvt ltd,2023-03-16,44,430.79,TX-696251-C,GB17BARC73924422,"980 Business Park, Suite 49, London",billing@summitlogistics.com
VEND079,Pioneer Services Inc.,pioneer services inc,2022-08-01,85,1531.68,TX-321275-B,GB94BARC18513130,"255 Business Park, Suite 12, London",billing@pioneerservices.com
VEND080,NextGen Ventures Inc.,nextgen ventures inc,2023-07-20,14,569.45,TX-264136-A,GB62BARC57238798,"618 Business Park, Suite 31, London",billing@nextgenventures.com
VEND081,Elite Group Pvt. Ltd.,elite group pvt ltd,2022-10-26,9,6165.59,TX-342720-B,GB46BARC83713568,"82 Business Park, Suite 44, London",billing@elitegrouppvtlt.com
VEND082,Horizon Services LLC,horizon services llc,2022-08-28,38,3128.9,TX-926097-C,GB85BARC79330035,"445 Business Park, Suite 8, London",billing@horizonservices.com
VEND083,Horizon Industries LLC,horizon industries llc,2023-07-12,33,1405.46,TX-779094-A,GB44BARC96678528,"83 Business Park, Suite 4, London",billing@horizonindustri.com
VEND084,Sterling Enterprises LLC,sterling enterprises llc,2022-06-19,106,397.0,TX-422554-C,GB82BARC40263066,"137 Business Park, Suite 30, London",billing@sterlingenterpr.com
VEND085,NextGen Group Corp.,nextgen group corp,2023-12-07,43,1317.47,TX-833723-B,GB44BARC62478379,"515 Business Park, Suite 29, London",billing@nextgengroupcor.com
VEND086,Horizon Ventures Inc.,horizon ventures inc,2022-03-24,81,1379.94,TX-141797-B,GB51BARC73303942,"36 Business Park, Suite 6, London",billing@horizonventures.com
VEND087,Elite Enterprises Inc.,elite enterprises inc,2022-08-23,91,4123.63,TX-976566-C,GB85BARC12175396,"851 Business Park, Suite 18, London",billing@eliteenterprise.com
VEND088,Elite Enterprises Corp.,elite enterprises corp,2023-08-14,10,3244.67,TX-900177-A,GB70BARC64417393,"462 Business Park, Suite 18, London",billing@eliteenterprise.com
VEND089,Integra Ventures Pvt. Ltd.,integra ventures pvt ltd,2022-07-05,79,6746.76,TX-557058-C,GB72BARC19567470,"366 Business Park, Suite 27, London",billing@integraventures.com
VEND090,Elite Ventures Inc.,elite ventures inc,2022-12-08,46,2117.2,TX-802685-A,GB30BARC44582462,"720 Business Park, Suite 32, London",billing@eliteventuresin.com
VEND091,NextGen Systems Inc.,nextgen systems inc,2022-10-23,89,582.12,TX-519904-C,GB14BARC57691921,"332 Business Park, Suite 17, London",billing@nextgensystemsi.com
VEND092,Summit Enterprises Pvt. Ltd.,summit enterprises pvt ltd,2022-11-28,19,3947.38,TX-910075-B,GB75BARC96499810,"683 Business Park, Suite 35, London",billing@summitenterpris.com
VEND093,Summit Enterprises Corp.,summit enterprises corp,2023-04-19,57,4491.18,TX-156837-A,GB76BARC47935389,"784 Business Park, Suite 32, London",billing@summitenterpris.com
VEND094,Sterling Group LLC,sterling group llc,2023-10-03,61,2671.66,TX-896907-A,GB36BARC38002880,"144 Business Park, Suite 19, London",billing@sterlinggroupll.com
VEND095,Sterling Industries Inc.,sterling industries inc,2023-03-25,117,4621.67,TX-832168-B,GB25BARC13027190,"633 Business Park, Suite 16, London",billing@sterlingindustr.com
VEND096,Pioneer Industries Inc.,pioneer industries inc,2023-12-28,25,2242.44,TX-425845-C,GB11BARC67907762,"105 Business Park, Suite 15, London",billing@pioneerindustri.com
VEND097,Elite Industries Inc.,elite industries inc,2024-05-11,19,2419.04,TX-583863-A,GB92BARC97256529,"520 Business Park, Suite 46, London",billing@eliteindustries.com
VEND098,Velocity Enterprises LLC,velocity enterprises llc,2022-10-26,70,1873.44,TX-839677-B,GB63BARC97527171,"493 Business Park, Suite 16, London",billing@velocityenterpr.com
VEND099,Elite Technologies Pvt. Ltd.,elite technologies pvt ltd,2023-04-13,75,277.24,TX-251668-B,GB34BARC72849275,"774 Business Park, Suite 9, London",billing@elitetechnologi.com
VEND100,NextGen Technologies Inc.,nextgen technologies inc,2024-06-03,13,542.5,TX-389666-B,GB53BARC92598174,"283 Business Park, Suite 1, London",billing@nextgentechnolo.com
